Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
okay wait right make things better,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
didn’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
okay used rachel i’ve got withalice,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
whwhat like,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
it’s cool man it’s it’s ‘cause beingwith much better like,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
yeah yeah,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
don’t ask blew,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
well want,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
don’t know maybe can’t mean maybe there’ssomething wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
oh,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
it’s man i’ve seen got,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
right man,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
couldn’t help love pure,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
i’m ring bearer,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh god died,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
yeah know it’s real mustardtastrophe help,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
absolutely okay first we’ll start little club soda andsalt doesn’t work go back to…,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
yknow forget it’s ruined,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
oh nono never say can’t get cutaround stain add little lace make stylish throw,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
instead maybe could marry brother frank,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
okay that’s great make smaller make fit onthe head pin love make things fit head pin,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
got yeah right yeah okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
miss monica geller,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
seriously supposed mean,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
well y’know never know much tip,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
you’re supposed double tax double tax romania imean what’swhat’s deal trying buy wayyou get girls go,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
umm i’m still,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
come gotta admit relationship ah hitting newlevel ‘cause used like chef customer nowwe’re like thisthis couple fights,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
okay umm you’re loon,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
‘cause don’t want encourage kind behaviour,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
one meal that’s i’m asking please go eatand don’t good time give ten grand call even,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
okay whoa sorry like dark,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
oh well um laundry smelled good thoughti’d curl right,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oh yeah sure day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh well probably worst one since i’ve alive,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
umm happened,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
umm alice ah ah called,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
oh umm say,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
uh really young yknow don’tsee could sudden young ‘cause i’m older whenwe first got together,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
yeah yeah don’t don’t know yknow maybeit’s best,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
yeah best like unbelievable pain,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
yknow finally happy yknow first time lifeafter dad left getting arrested stealing birds andthen whole punctured lung thing it’s still really hard takedeep breaths cold weather alice stuff kinda went away nowit’s it’s gone don’t know,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
uh well tell it’s it’s butyknow love okay,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
umm well kinda little chat alice sort madeher see two shouldn’t together yknow you’re gonna see toone day really really,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
wait minute wait,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
well wait mother didn’t want us together theworst thing ever tie porch,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
wait yknow ii came thought you’dunderstand oh yknow would storm right ifif money ora place go…,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
oh god millionaire’s,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
guys please i’m gonna dinner okay,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
okay okay buys dinner mean owe himanything,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
know,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
okay get lobster,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hey much cash got pocket right,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ohnononono…,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
one drink,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
hey like pizza,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
oh that’s sounds great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
know great little place,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
you’re hey you’re paying pizza,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
oh come it’s fair paid flight isthat enough lire,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ahh i’d throw another thousand,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
much,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
that’s 60 cents,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey frank look okay know think like totallyevil thing didn’t there’s someone explain betterthan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
hi frank,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hi mrs knight,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
right umm even though love much wedo none less…,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
none less,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cigarette’s don’t control strongconfident woman need smoke,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
how’d go pete,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
tell us,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
you’re gonna believe okay go,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
yeah could scooch,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
yeah move little bit,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
keep scooching,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
guys listen go umm,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
what’s wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
what’s matter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
feelin’ wife sleeping gynaecologist,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
know,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
well yknow he’s got access,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yknow it’s feeling get yknow,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
like go bowling know you’re somebody else’sshoes,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
that’s one,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
right went pete’s,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
happened,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
happening don’t know maybe it’s mywound,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
it’sit’s heeled yet,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
thomas gonna hard wanted come andnobody else,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tim,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
it’s i’ve sleeping wife,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
monica gonna tell us,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
come big news pete wanted tell mon orshould say mrs monica becker,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
nonono oh keep name don’t take name,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
didn’t ask marry,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ohh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
well,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wanted tell he’s gonna compete ultimate fightingcompetition thingy,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
pete,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
don’t know exactly it’sit’s sorta like wrestling,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah without costumes,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
it’s fake it’s totally brutal,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah it’s two guys ring rules are“they’re,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
like bite pull people’s hair stuff,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
yeah anything goes except ah eye gouging fish hooking,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what’s fish hooking,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
hands totally clean gave duck bath,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thanks warm welcome it’s good guys myteam come play hope let’s go get‘em huh remember ‘i’ team,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes there’s two martini soo everybody,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh it’s bing sir i’m sorry ah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thank today boss keep slapping butt acting likeit big deal,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
yeesh what’d,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well didn’t anything didn’t want guy whohas problem boss slapping bottom,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
gotta tell ya think it’s okay guy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yknow don’t don’t understand guys mean ii wouldnever congratulate monica great stew yknow grabbin’ boob,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
yeah know really great stew yknow stick headin ‘em,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
okay please go eat,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yeah getting,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
right chandler don’t give boss chance toget yknow ah don’t turn back,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
umm hey rach ask something,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
okay totally say umm would okay iset ross date,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh ah,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
umm friend bonnie always thought ross really cuteand two aren’t together asked could set ifyou’re cool,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
ohohoh one bonnie,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
remember birthday party two years ago she’s yeahlike average height medium build bald,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
iron steel let ask something come icall computer support line wait hour half,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
told we’re adding new operators time could weconcentrate training,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
it’s hard know email,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
hey umm listen umm friends telling little thisah ultimate fighting thing well sounds really dangerous ii don’t wantyou get hurt ‘cause kinda like,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
promise you’ll careful,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
promise,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey still tonight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
okay good ‘cause umm well maybe could little workoutof,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
boomboom big fight,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
‘bout boom,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hi,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
show id want,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh i’m sorry look lot different last time iisaw,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
oh yeah well started wearing bras,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh must,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah bald she’s,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
could tell hair,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
don’t know hardly ever say people,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well i’m sorry thought said okay,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
yeah said okay thought weird bald chicki mean yknow girl hair got,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well maybe won’t work maybe ross won’t like herpersonality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
bad personality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh bonnie’s best,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
you’re favourite you’re guy,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
never get smacked,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
well that’s true hehe smacked,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
purpose ricocheted got,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
i’m telling need smacks got kid startingdartmouth fall,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sir,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
god ross,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
yeah it’s ultimate fighting combo yeah saved thirty centsplus get keep cup yay,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
new york city new york appearing ultimate fightingchampionship debut he’s known confrontational business style ladies andgentlemen introducing pete beckerrrr,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
love pete,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
opponent hunnington beach california he’s 300pound street fighter tank abbottttttt,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
don’t worry hoshi taught use opponent’s strengthand weight,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
well guy serious serious trouble,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
right go get let’s go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
uhoh,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
would nice hearing 20000 people chant “you suck”,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
mean ii thought nuts first youyou nowyou look back thing regrets,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
look back,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
well you’re gonna get going,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
well let ask question ultimate fighting champion,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well i’m gonna stop i’m ultimate fightingchampion,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
guy stood neck passed,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
let tell story set create moss 865 thinkit happened overnight moss 1 burnt dad’s garagethere moss 2 would schedule appointments january 862 others ilearned like learned fight never let guy stand neck,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
didn’t know already,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
look i’m gonna get better okay promise,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oh one thing hoshi thinks ringside may haveaffected concentration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah thatthat problem,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey long pete’s fight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
oh five minutes right they’re interviewing hisopponent apparently trains going iran pulling arms thieves,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
hot dog,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ross umm go bonnie,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
oh gotta tell ii wasn’t expecting like alli mean actually wasn’t expecting like anyone right she’s reallyterrific,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ohh that’s bad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ii’m saying liked,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
yeah yknow fish sea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pheebs think she’s great okay we’re going,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
okay hear capable talking thing else,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ahh one next foot sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
nine times okay put lotion it’s gonna beokay tomorrow i’m conducting experiment goes asplanned butt smack free,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ah didn’t,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oh forgot,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ah didn’t instead ah hung acouple friends couple beers certainly don’t deserve praiseverbal otherwise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
doug,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hmm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
i’m little bit uncomfortable way expressyourself,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh swearing mean constant swearing igotta tell ya kiss ass,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
itit’s swearing it’s ahthe way ah occasionally concentrate enthusiasm buttock,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
oh,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
well say yknow takes guts bring bingyou’re okay,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
okay would rather live shirt pocket sweaty giant orinside shower drain,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
come phoebe look breaking look themokay that’s know second date that’swhat look put hand thigh,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
oh really nothing,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
said okay,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
said bald,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
whatwhatwhatwhatwhat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
phoebe can’t can’t let happen okay wehave something break okay go like shave herhead owe one bald girl,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
okay first breathe second don’t get itaren’t one decided didn’t want ross,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
well isn’t friend don’t want happy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh killed,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
it’s okay it’s bad looks it’s precautionah i’m supposed move spine,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
please tell you’re stopping,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
insane youyou gotta give,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
can’t i’m ultimate fighter i’mtelling day come children argue win fight orsuperman i’m saying could beat superman yknow kids stupid,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
sit right please listen terrible atthis okay worst ultimate fighter ever ever,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
yknow torn rotator cuff hairline fracture rightforearm severely bruised adam’s apple really hurt,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
well yknow care much watch hurtyourself like you’re gonna itwithout,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
well you’re asking quit you’re asking besomeone i’m i’ve got,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
monmonica,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thank sir,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that’sthat’s ridiculous,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
everybody else got one want one don’t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
yeyeyeah yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pete becker circling ring looks like he’sjust trying feel oh bruiser,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
run run crazy rich freak,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
nooo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
uhoh bruiser becker canvas going hisfavourite area,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
wait that’s favourite area mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well ironic last two boyfriends richard didn’twant kids looks pete can’t,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
nonono,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
keeping thanksgiving secret year,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
playing game learned work name allthe states six minutes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
thats like insanely easy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
stupid game wasnt playing people sotechnically didnt lose,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
forgot fourteen states,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh okay times,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
right got 48,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh thats bad pheebs,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh got tired naming states decided list types ofcelery one regular celery,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
okay rachels got 48 phoebe lead in…vegetablesjoey,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
say hello new champ chandlers dumb states game,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wow many got,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
fiftysix,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
hey new england state huh sportsteam,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
cause invited assistant,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh right sorry tags coming girlfriend came townso hes spending thanksgiving,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh didnt tell made individual sweet potatostuffed pumpkin,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
well going figured know youre food sodelicious perfect never many pumpkin things,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
done time atospare,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
know hate lecture guys kinda disgraceful agroup welleducated adults joey cant name states ever see mapor one round colorful things called globe hmm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
thats impossible,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
46 wow whos well educated mr iforgottenstates,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
right im oven space im gonna turn joeys pleasewatch let joey eat food,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
give another minute,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
look ross dont know never know themokay beauty game makes want kill,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
thisthis crazy right uhh bet get 50before dinner,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
okay cant…no dinner,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
youre,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
drawer full takeout menus okay right,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ross im gonna use okay,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pshhshhh,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
sure joey let ross look maps globein apartment,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
dont worry chandler globe united states,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hey guys im gonna go take walk,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
phoebe bag moving,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
oh,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
seriously moving,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
hell,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
ross’s apartment nice come dont hang moreoften,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dont know maybe smells little weird likeold pumpkins something,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
thats pie,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
smells delicious,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
uhoh uhoh,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
